ID;Nome;Sobrenome;Cidade;Estado;Data_Nascimento;Setor;Estado_Civil;Salario;Prox.Nome;Prox.Sobrenome;Prox.Cidade;Prox.Estado;Prox.Data_Nascimento;Prox.Setor;Prox.Estado_Civil;Prox.Salario
632;Jason;Parsons;Diadema;SP;12/12/89;Recursos Humanos;Divorciado;R$9,057;535;535;495;438;535;441;438;535
633;Cedric;Tyler;Paranaguá;Paraná;11/08/61;Relações Públicas;Divorciado;R$5,837;646;678;179;179;0;160;160;0
634;Jane;Mckee;Águas Lindas de Goiás;GO;26/07/66;Recursos Humanos;Divorciado;R$6,557;0;0;432;830;0;370;367;0
635;Wynter;Weber;Maranguape;Ceará;31/08/51;Pesquisa e Desenvolvimento;Solteiro;R$8,755;640;399;465;350;0;330;323;0
636;Paloma;West;Ribeirão das Neves;Minas Gerais;28/08/65;Relações Públicas;Solteiro;R$5,562;0;0;348;313;0;302;296;0
637;Cassandra;Chavez;Florianópolis;Santa Catarina;21/03/95;Jurídico;Divorciado;R$5,940;0;963;0;871;0;823;820;0
638;Guy;Santana;Ribeirão Preto;SP;10/09/52;Recursos Humanos;Solteiro;R$8,177;719;0;276;276;0;280;272;0
639;Yuri;Merrill;Sete Lagoas;Minas Gerais;06/11/41;Vendas;Solteiro;R$9,656;0;772;780;733;0;741;735;0
640;Velma;Mathews;Cascavel;PR;07/02/96;Relações Públicas;Viúvo;R$9,187;0;0;0;0;0;991;984;0
641;Raymond;Sharpe;Santa Luzia;MG;06/04/34;Vendas;Divorciado;R$6,228;0;0;0;846;0;826;812;0
642;Hunter;Mcknight;Mogi das Cruzes;SP;06/06/63;Suporte Técnico;Divorciado;R$6,749;0;0;782;754;0;750;753;0
643;Unity;Leach;Paulista;PE;21/07/08;Vendas;Viúvo;R$8,272;0;0;0;0;0;930;926;0
644;Hasad;Scott;Niterói;Rio de Janeiro;29/08/00;Gerenciamento;Casado;R$9,341;0;996;0;983;0;943;947;0
645;Abraham;Stuart;Caxias do Sul;RS;21/09/86;Gerenciamento;Casado;R$6,881;211;0;239;207;0;206;210;0
646;Channing;Wheeler;Camaçari;Bahia;30/06/83;Vendas;Solteiro;R$6,731;791;349;277;280;0;285;277;0
647;Shafira;Zamora;Osasco;SP;14/10/88;Pesquisa e Desenvolvimento;Solteiro;R$8,069;626;0;221;173;0;183;172;0
648;Robert;Hampton;Maranguape;Ceará;16/12/42;Recursos Humanos;Solteiro;R$9,295;0;0;829;866;0;828;828;0
649;Garth;Munoz;Mauá;São Paulo;20/02/32;Pesquisa e Desenvolvimento;Solteiro;R$8,407;802;0;246;227;0;236;230;951
650;Lesley;Yang;Jundiaí;SP;01/07/75;Vendas;Solteiro;R$8,873;980;651;306;305;0;304;304;0
651;Jason;Parsons;Diadema;SP;12/12/89;Recursos Humanos;Divorciado;R$9,057;0;0;595;538;0;541;538;0
652;Kasper;May;Diadema;SP;01/09/12;Jurídico;Viúvo;R$8,358;0;0;849;825;0;855;831;0
653;Pearl;Lowery;Valparaíso de Goiás;GO;28/07/51;Vendas;Viúvo;R$6,168;0;0;228;52;0;10;21;0
654;Cullen;Castillo;Sete Lagoas;MG;05/09/62;Suporte Técnico;Casado;R$8,349;502;502;502;415;502;410;406;502
655;Illiana;Ayers;Londrina;Paraná;30/07/65;Marketing;Casado;R$6,688;584;584;580;584;584;487;492;584
656;Amity;Gilliam;Mauá;São Paulo;17/12/77;Financeiro;Viúvo;R$9,904;608;0;382;335;0;322;319;0
657;Vernon;Clark;Olinda;Pernambuco;26/12/35;Financeiro;Solteiro;R$9,181;204;0;256;122;0;8;4;0
658;Wing;Hardy;Bayeux;Paraíba;03/06/58;Serviço ao Cliente;Divorciado;R$6,236;0;382;995;255;0;158;148;0
659;Blaze;Watson;Goiânia;Goiás;29/04/39;Financeiro;Divorciado;R$8,334;0;0;649;649;0;645;638;0
660;Harding;Vazquez;Timon;Maranhão;17/01/56;Serviço ao Cliente;Viúvo;R$5,100;1000;0;340;47;0;36;36;0
661;Giselle;Underwood;Santa Maria;Rio Grande do Sul;04/09/99;Gerenciamento;Casado;R$7,567;0;0;561;586;0;549;545;0
662;Inga;Cabrera;Osasco;São Paulo;04/12/10;Serviço ao Cliente;Solteiro;R$8,169;0;0;394;380;0;393;385;0
663;Hedda;Barr;Ponta Grossa;PR;19/05/82;Jurídico;Solteiro;R$7,265;0;0;683;688;0;677;673;0
664;Lev;Hatfield;Itabuna;BA;05/08/05;Gerenciamento;Casado;R$7,719;0;0;202;202;0;205;205;0
665;Kalia;Maynard;Águas Lindas de Goiás;Goiás;19/03/52;Recursos Humanos;Casado;R$7,623;0;0;0;876;0;875;878;0
666;Emma;Marquez;João Pessoa;Paraíba;15/06/31;Relações Públicas;Viúvo;R$9,713;0;0;329;266;0;260;258;0
667;Philip;Miller;Uberaba;MG;24/08/59;Pesquisa e Desenvolvimento;Casado;R$7,203;0;0;943;660;0;643;646;0
668;Pandora;Barron;Recife;Pernambuco;18/06/18;Pesquisa e Desenvolvimento;Divorciado;R$5,794;842;0;828;533;0;513;509;0
669;Abbot;Pennington;Campinas;SP;04/02/78;Financeiro;Divorciado;R$7,335;426;966;398;384;0;375;376;0
670;Quinn;Page;Piracicaba;SP;24/08/87;Vendas;Divorciado;R$9,872;517;517;441;419;517;433;419;517
671;Zena;Underwood;Fortaleza;CE;30/04/54;Marketing;Solteiro;R$9,575;0;442;645;166;0;121;124;0
672;Nita;Pope;Gravataí;RS;07/01/58;Vendas;Casado;R$8,700;736;658;278;239;0;227;225;0
673;Velma;Stanley;Divinópolis;Minas Gerais;10/02/30;Suporte Técnico;Casado;R$6,740;453;0;237;241;0;244;231;0
674;Guy;Serrano;Guarulhos;São Paulo;04/01/81;Gerenciamento;Casado;R$5,168;0;0;741;723;0;721;723;0
675;Dakota;Marks;Divinópolis;Minas Gerais;11/01/61;Jurídico;Divorciado;R$8,293;0;669;879;630;0;619;615;0
676;Amber;Hardy;Itajaí;SC;09/04/94;Pesquisa e Desenvolvimento;Solteiro;R$8,868;0;144;186;39;0;27;27;0
677;Uriel;Hoover;Osasco;São Paulo;18/03/39;Relações Públicas;Solteiro;R$9,288;0;0;666;615;0;621;614;0
678;Malik;Alexander;São Gonçalo;RJ;21/12/48;Relações Públicas;Viúvo;R$6,951;0;968;474;153;0;152;157;0
679;Margaret;Ochoa;Contagem;MG;21/09/03;Vendas;Casado;R$9,137;0;0;922;867;0;867;858;0
680;Isabella;Anderson;Osasco;SP;19/10/03;Vendas;Viúvo;R$6,445;168;0;143;140;0;162;138;0
681;Giselle;Forbes;Diadema;SP;02/07/97;Suporte Técnico;Casado;R$5,587;442;0;384;362;0;395;361;0
682;Lewis;Guy;Maranguape;Ceará;19/07/00;Financeiro;Solteiro;R$6,423;854;0;694;645;0;616;604;0
683;Nelle;Wynn;Vitória da Conquista;BA;15/02/47;Gerenciamento;Casado;R$5,564;0;0;653;727;0;653;655;0
684;Holmes;Kramer;Carapicuíba;SP;08/03/76;Gerenciamento;Viúvo;R$7,391;869;0;59;59;0;60;68;0
685;Cruz;Knapp;Petrópolis;Rio de Janeiro;12/12/53;Gerenciamento;Solteiro;R$9,232;0;917;600;600;0;620;600;0
686;Serina;William;São Gonçalo;Rio de Janeiro;20/06/55;Recursos Humanos;Divorciado;R$7,660;870;0;963;862;0;859;862;0
687;Drake;Allen;Ilhéus;Bahia;25/04/61;Gerenciamento;Solteiro;R$9,147;0;0;921;925;0;908;919;0
688;Zephania;Powell;Anápolis;GO;15/11/50;Gerenciamento;Viúvo;R$9,329;266;0;90;113;0;53;53;0
689;Kaitlin;Floyd;Valparaíso de Goiás;Goiás;07/08/75;Marketing;Divorciado;R$6,433;0;0;910;432;0;234;233;0
690;Deirdre;Meyers;Ribeirão Preto;São Paulo;01/01/12;Vendas;Casado;R$7,448;712;367;373;378;0;377;368;0
691;Jared;Shields;Juiz de Fora;Minas Gerais;06/07/85;Jurídico;Casado;R$8,668;54;0;51;69;0;12;10;0
692;Vaughan;Gonzales;Santa Maria;Rio Grande do Sul;22/07/73;Suporte Técnico;Solteiro;R$7,543;804;729;542;542;0;540;537;0
693;Rahim;Jordan;Londrina;PR;02/05/45;Pesquisa e Desenvolvimento;Viúvo;R$7,124;884;802;584;643;0;598;581;0
694;Herman;Browning;Montes Claros;MG;05/07/36;Suporte Técnico;Viúvo;R$6,660;0;0;0;914;0;910;916;0
695;Mollie;Brennan;Rio de Janeiro;Rio de Janeiro;03/01/94;Vendas;Solteiro;R$8,906;560;560;560;472;560;461;462;560
696;Gwendolyn;Carter;Campinas;SP;30/03/57;Gerenciamento;Casado;R$9,881;0;0;304;303;0;298;290;0
697;Fletcher;Drake;Sete Lagoas;MG;09/09/74;Relações Públicas;Solteiro;R$6,685;758;0;134;97;0;90;95;0
698;James;Boone;Abaetetuba;Pará;07/09/70;Pesquisa e Desenvolvimento;Viúvo;R$7,200;0;0;672;663;0;639;630;0
699;Hedda;Cobb;Canoas;RS;24/04/39;Suporte Técnico;Solteiro;R$5,012;596;596;586;498;596;502;498;596
700;Heidi;Chan;Divinópolis;MG;08/12/11;Financeiro;Viúvo;R$6,407;0;880;260;240;0;238;242;0
701;Thaddeus;Bright;Juazeiro;BA;20/05/74;Marketing;Viúvo;R$6,518;896;0;609;521;0;515;514;0
702;Maxine;Estrada;Ilhéus;Bahia;10/01/93;Jurídico;Viúvo;R$7,402;789;0;727;616;0;588;585;0
703;Cora;Spencer;Carapicuíba;SP;27/01/51;Financeiro;Solteiro;R$5,359;703;0;168;88;0;115;76;0
704;Jenette;Crosby;Maringá;PR;06/08/88;Vendas;Casado;R$6,160;0;904;998;837;0;850;839;0
705;Abbot;Case;Juiz de Fora;Minas Gerais;08/08/00;Marketing;Viúvo;R$8,269;526;526;487;437;526;429;427;526
706;Frances;Jarvis;Balsas;MA;23/03/93;Pesquisa e Desenvolvimento;Casado;R$7,573;567;567;488;469;567;473;472;567
707;Price;Avila;Carapicuíba;São Paulo;21/01/00;Vendas;Divorciado;R$5,439;503;503;427;412;503;416;404;503
708;Gavin;Crane;Cabo de Santo Agostinho;PE;25/02/66;Vendas;Casado;R$7,749;0;0;743;585;0;560;542;0
709;Xantha;Hardy;Mauá;SP;19/12/39;Financeiro;Divorciado;R$7,320;538;538;477;441;538;454;440;538
710;Ina;Pacheco;Ribeirão Preto;São Paulo;13/02/04;Serviço ao Cliente;Solteiro;R$7,381;593;593;544;495;593;514;496;593
711;Cassandra;Kennedy;Campinas;SP;07/08/04;Financeiro;Viúvo;R$7,964;568;568;546;478;568;489;469;568
712;Gareth;Duffy;Campinas;São Paulo;26/09/04;Vendas;Solteiro;R$7,672;0;673;362;316;0;312;313;0
713;Madonna;Porter;Colombo;PR;15/02/44;Suporte Técnico;Divorciado;R$5,522;0;0;573;573;0;544;544;0
714;Garrett;Sims;Parauapebas;PA;10/08/06;Vendas;Divorciado;R$9,335;0;0;663;678;0;626;611;0
715;Grant;Huff;Carapicuíba;São Paulo;26/08/05;Pesquisa e Desenvolvimento;Solteiro;R$5,908;874;677;75;65;0;67;62;0
716;Fletcher;Hood;Mauá;SP;03/04/47;Suporte Técnico;Viúvo;R$6,085;0;0;786;762;0;766;759;0
717;Simon;Gates;Sobral;Ceará;24/08/68;Relações Públicas;Casado;R$9,567;0;712;236;203;0;191;182;0
718;Kendall;Castaneda;Barra do Corda;Maranhão;30/05/51;Recursos Humanos;Viúvo;R$8,951;0;0;310;161;0;136;121;0
719;Rigel;Kinney;Piracicaba;SP;22/08/83;Recursos Humanos;Viúvo;R$5,824;0;0;341;259;0;252;249;885
720;Aphrodite;Singleton;Campinas;SP;13/05/35;Marketing;Divorciado;R$8,497;735;409;140;117;0;112;112;0
721;Brendan;Hines;Sete Lagoas;MG;07/05/11;Serviço ao Cliente;Casado;R$7,608;991;0;964;964;0;974;958;0
722;September;Shelton;Maracanaú;Ceará;11/05/75;Vendas;Solteiro;R$9,040;718;0;375;267;0;215;212;0
723;Kelsey;Hull;Nova Iguaçu;RJ;11/01/66;Relações Públicas;Divorciado;R$9,548;607;0;192;160;0;155;155;0
724;Kaseem;Rocha;Londrina;Paraná;14/08/71;Relações Públicas;Casado;R$5,482;707;0;216;216;0;197;197;0
725;Nash;Jacobson;João Pessoa;Paraíba;18/03/36;Recursos Humanos;Solteiro;R$9,633;0;839;875;690;0;341;333;0
726;Beck;Manning;Santa Maria;Rio Grande do Sul;07/06/46;Vendas;Viúvo;R$8,795;0;0;887;656;0;610;609;0
727;Quin;Payne;Porto Alegre;Rio Grande do Sul;18/06/69;Marketing;Casado;R$7,952;0;0;747;724;0;710;707;0
728;Isabella;Parker;Nova Iguaçu;RJ;17/06/98;Gerenciamento;Casado;R$9,316;0;0;836;811;0;812;813;0
729;Denton;Hess;Carapicuíba;São Paulo;21/12/05;Recursos Humanos;Casado;R$8,577;0;0;0;994;0;0;987;0
730;Vielka;Mueller;Campinas;São Paulo;18/12/58;Pesquisa e Desenvolvimento;Solteiro;R$7,005;305;953;38;29;0;38;32;0
731;Susan;Chen;Belém;Pará;08/04/87;Recursos Humanos;Solteiro;R$5,582;0;0;842;819;0;820;819;0
732;Cora;Mack;Blumenau;Santa Catarina;01/06/31;Recursos Humanos;Viúvo;R$8,070;0;834;871;759;0;704;708;0
733;Alec;Melton;Camaçari;BA;04/11/92;Jurídico;Casado;R$9,336;0;0;589;589;0;528;523;0
734;Aurelia;Weber;Juazeiro;BA;05/08/51;Relações Públicas;Casado;R$5,707;0;822;411;411;0;400;402;0
735;Fatima;Bowman;Mogi das Cruzes;São Paulo;30/04/18;Serviço ao Cliente;Divorciado;R$6,465;0;0;748;623;0;622;617;0
736;Cruz;Knapp;Petrópolis;Rio de Janeiro;12/12/53;Gerenciamento;Solteiro;R$9,232;599;599;500;500;599;512;500;599
737;Jillian;Daugherty;Santa Luzia;Minas Gerais;20/03/81;Jurídico;Viúvo;R$8,248;0;706;810;638;0;647;635;0
738;Castor;Burks;Codó;MA;08/11/01;Serviço ao Cliente;Viúvo;R$7,653;569;569;569;471;569;470;473;569
739;Mark;Kerr;Piracicaba;São Paulo;19/01/36;Serviço ao Cliente;Casado;R$5,450;308;0;57;31;0;35;31;0
740;Adara;Marsh;Ribeirão das Neves;Minas Gerais;08/03/72;Suporte Técnico;Viúvo;R$7,131;0;0;293;281;0;277;276;0
741;Nicholas;Vaughan;Contagem;Minas Gerais;08/08/36;Relações Públicas;Viúvo;R$8,603;456;505;462;414;505;407;407;505
742;Phelan;Hunter;Guarulhos;SP;02/08/41;Vendas;Solteiro;R$5,835;0;463;715;231;0;232;232;708
743;Imani;Strickland;Santa Luzia;Minas Gerais;24/01/69;Relações Públicas;Divorciado;R$5,057;0;428;388;405;0;391;387;992
744;William;Michael;Campinas;SP;16/04/80;Jurídico;Casado;R$9,692;0;0;767;675;0;661;656;0
745;Farrah;Cain;Juazeiro;BA;28/04/65;Financeiro;Solteiro;R$6,306;0;449;324;277;0;273;274;0
746;Howard;Oneil;Campina Grande;PB;01/09/02;Suporte Técnico;Casado;R$8,179;0;688;429;429;0;148;154;0
747;Emery;Tate;Carapicuíba;São Paulo;19/01/59;Serviço ao Cliente;Divorciado;R$7,839;0;0;403;309;0;323;314;0
748;Victor;Bird;Santa Rita;PB;08/12/77;Jurídico;Viúvo;R$8,136;634;940;617;146;0;159;147;0
749;Hannah;Cain;Açailândia;Maranhão;08/08/47;Gerenciamento;Divorciado;R$9,564;549;549;494;450;549;453;452;549
750;Ralph;Curry;Salvador;BA;13/09/52;Vendas;Solteiro;R$5,927;633;0;280;272;0;265;262;0
751;Irene;Maynard;Ilhéus;Bahia;05/12/37;Serviço ao Cliente;Casado;R$6,496;839;634;190;82;0;82;78;0
752;Nicholas;Vaughan;Contagem;Minas Gerais;08/08/36;Relações Públicas;Viúvo;R$8,603;556;0;562;514;0;507;507;0
753;Jordan;Nolan;Guarulhos;São Paulo;30/12/89;Pesquisa e Desenvolvimento;Viúvo;R$8,750;824;0;719;719;0;728;722;0
754;Griffin;Stephens;Carapicuíba;São Paulo;19/12/66;Marketing;Casado;R$6,282;0;907;559;566;0;581;559;0
755;Holly;Estrada;Jundiaí;SP;28/09/98;Vendas;Divorciado;R$7,187;0;482;238;174;0;178;174;0
756;Nissim;Boyd;Cabo de Santo Agostinho;PE;15/11/49;Jurídico;Casado;R$7,175;0;0;806;806;0;792;780;0
757;Michael;Good;Duque de Caxias;Rio de Janeiro;24/11/87;Marketing;Solteiro;R$7,639;984;0;811;831;0;816;811;0
758;Mark;Huffman;Chapecó;Santa Catarina;07/08/58;Recursos Humanos;Solteiro;R$6,050;0;0;397;314;0;316;309;0
759;Kaseem;Head;Piracicaba;SP;03/02/86;Gerenciamento;Casado;R$8,359;0;773;762;729;0;719;717;0
760;Violet;Rutledge;Caucaia;CE;29/12/31;Relações Públicas;Casado;R$9,928;642;0;776;375;0;367;359;0
761;Hadassah;Holman;Sobral;CE;05/10/46;Financeiro;Solteiro;R$5,401;0;0;987;764;0;753;740;0
762;Griffin;Lindsay;Petrópolis;RJ;09/03/68;Gerenciamento;Solteiro;R$6,217;458;623;201;32;0;25;19;0
763;Willa;Gonzalez;Caucaia;Ceará;06/07/00;Marketing;Divorciado;R$8,648;0;0;0;936;0;924;910;0
764;Thaddeus;Gould;Jundiaí;São Paulo;09/06/94;Recursos Humanos;Viúvo;R$8,042;0;0;0;927;0;932;930;0
765;Noah;Craft;Uberlândia;Minas Gerais;08/06/35;Suporte Técnico;Divorciado;R$8,917;0;0;746;659;0;640;640;0
766;Demetrius;Welch;Feira de Santana;Bahia;15/06/85;Suporte Técnico;Divorciado;R$9,064;0;0;720;697;0;681;667;0
767;Remedios;Wise;Cametá;Pará;16/09/94;Vendas;Solteiro;R$6,921;0;924;211;138;0;81;80;0
768;Venus;Glenn;Juazeiro;BA;10/07/34;Gerenciamento;Solteiro;R$5,270;0;0;0;976;0;963;965;0
769;Chaney;Wood;Juazeiro;Bahia;27/08/62;Gerenciamento;Viúvo;R$5,626;928;0;272;273;0;276;265;0
770;Oleg;Wheeler;Osasco;São Paulo;21/04/99;Jurídico;Solteiro;R$9,226;691;844;360;360;0;383;351;0
771;Shannon;Herring;Governador Valadares;MG;14/12/72;Financeiro;Viúvo;R$9,498;380;0;287;260;0;272;251;0
772;Allegra;Gibbs;São João de Meriti;Rio de Janeiro;26/03/44;Jurídico;Divorciado;R$7,828;0;925;728;728;0;730;716;0
773;Melodie;Clay;Ipatinga;Minas Gerais;22/01/73;Suporte Técnico;Divorciado;R$9,745;0;0;0;816;0;797;797;892
774;Rhonda;West;Cabo de Santo Agostinho;PE;09/10/63;Serviço ao Cliente;Divorciado;R$8,340;0;293;279;242;0;256;228;0
775;Faith;Clements;Belo Horizonte;MG;07/09/78;Pesquisa e Desenvolvimento;Solteiro;R$6,505;692;637;284;104;0;102;102;0
776;Sheila;Horne;Diadema;São Paulo;06/04/44;Relações Públicas;Viúvo;R$8,083;0;0;978;902;0;915;903;0
777;Barry;Reese;Feira de Santana;Bahia;10/08/05;Relações Públicas;Casado;R$6,588;0;611;337;198;0;202;199;0
778;Dakota;Spence;Niterói;RJ;11/04/04;Financeiro;Viúvo;R$9,487;612;0;695;298;0;223;217;0
779;Megan;Chandler;Guarulhos;SP;26/07/12;Recursos Humanos;Solteiro;R$7,073;452;0;80;53;0;57;55;0
780;Marvin;Owens;Mauá;São Paulo;29/07/74;Recursos Humanos;Casado;R$5,493;0;0;807;789;0;789;788;0
781;Nolan;Peck;Mauá;São Paulo;14/10/67;Pesquisa e Desenvolvimento;Solteiro;R$9,835;0;597;637;591;0;580;588;0
782;MacKenzie;Garza;Lauro de Freitas;Bahia;01/06/10;Marketing;Casado;R$7,107;0;0;959;0;0;938;936;0
783;Thor;Wong;Itajaí;Santa Catarina;24/01/87;Pesquisa e Desenvolvimento;Solteiro;R$6,724;0;0;794;703;0;701;688;0
784;Kelsie;Holden;Contagem;MG;14/08/12;Gerenciamento;Solteiro;R$6,813;0;833;709;611;0;574;564;0
785;Roary;Atkins;Itajaí;Santa Catarina;30/09/68;Recursos Humanos;Casado;R$8,211;0;848;389;397;0;353;350;0
786;Rahim;Sanders;Osasco;SP;18/05/15;Pesquisa e Desenvolvimento;Casado;R$5,520;0;0;0;885;0;902;885;0
787;Haley;Chaney;Uberlândia;Minas Gerais;20/05/13;Financeiro;Solteiro;R$8,744;424;0;86;71;0;75;75;0
788;Deacon;Leblanc;Jundiaí;SP;20/04/85;Vendas;Divorciado;R$8,209;342;931;117;109;0;103;96;0
789;Petra;Elliott;Maracanaú;CE;26/07/83;Gerenciamento;Viúvo;R$7,082;0;767;752;639;0;583;580;0
790;Aline;Oneil;Campina Grande;Paraíba;11/06/82;Gerenciamento;Divorciado;R$5,362;0;860;795;795;0;707;693;0
791;Serina;Mcfadden;Anápolis;Goiás;05/06/03;Recursos Humanos;Divorciado;R$7,632;967;0;880;873;0;873;872;0
792;Chelsea;Tran;Cascavel;Paraná;11/07/60;Relações Públicas;Divorciado;R$7,518;0;0;839;785;0;784;783;0
793;Uriel;Webster;Mauá;São Paulo;27/04/02;Vendas;Solteiro;R$5,851;613;0;208;191;0;180;180;0
794;Leigh;Kirkland;Jundiaí;SP;29/01/48;Relações Públicas;Casado;R$7,535;0;0;312;312;852;311;311;433
795;Dante;Rodgers;Uberlândia;MG;27/08/78;Suporte Técnico;Divorciado;R$6,698;0;0;847;810;0;804;802;0
796;Justine;Maxwell;Caxias do Sul;RS;06/01/08;Gerenciamento;Divorciado;R$9,788;0;933;670;596;0;599;587;0
797;Yeo;Palmer;Mauá;São Paulo;27/06/85;Pesquisa e Desenvolvimento;Viúvo;R$8,902;774;0;758;705;0;709;702;0
798;Oprah;Carter;Aparecida de Goiânia;GO;14/11/93;Gerenciamento;Divorciado;R$5,026;704;286;830;262;0;263;264;400
799;Hilel;Warner;Juazeiro;BA;08/11/44;Gerenciamento;Divorciado;R$5,225;837;837;399;337;0;335;339;0
800;Russell;Gallagher;Diadema;São Paulo;17/03/35;Gerenciamento;Viúvo;R$6,175;0;0;359;338;375;369;340;0
801;August;Mccormick;Divinópolis;Minas Gerais;05/08/53;Marketing;Casado;R$5,863;0;0;918;918;0;904;900;0
802;Vance;Dixon;Rio de Janeiro;RJ;29/03/32;Recursos Humanos;Solteiro;R$5,129;0;0;930;805;0;801;804;0
803;Zephr;Holland;São Luís;Maranhão;05/11/14;Gerenciamento;Divorciado;R$9,419;921;0;0;824;0;833;822;0
804;Camille;Wyatt;Lauro de Freitas;Bahia;24/08/63;Relações Públicas;Solteiro;R$7,638;0;0;929;906;0;860;854;0
805;Vincent;Nichols;Jaboatão dos Guararapes;Pernambuco;11/07/04;Serviço ao Cliente;Casado;R$5,335;0;0;634;667;0;644;623;861
806;Althea;Carver;São João de Meriti;Rio de Janeiro;19/04/32;Recursos Humanos;Divorciado;R$6,915;0;954;882;882;0;865;863;0
807;Melanie;Bell;Crato;CE;07/06/01;Vendas;Solteiro;R$6,120;0;695;352;352;0;275;275;0
808;Clark;Tucker;Mogi das Cruzes;São Paulo;20/03/77;Recursos Humanos;Casado;R$7,690;0;900;42;38;0;45;34;0
809;Tanya;Rowe;Curitiba;PR;25/11/51;Jurídico;Viúvo;R$8,835;576;576;576;480;576;482;479;576
810;Dylan;Bartlett;Piracicaba;São Paulo;28/06/02;Financeiro;Divorciado;R$6,278;0;0;0;978;0;983;980;0
811;Alyssa;Estrada;Feira de Santana;Bahia;01/02/34;Serviço ao Cliente;Viúvo;R$7,696;0;173;128;128;0;114;111;0
812;Dieter;Duke;Paço do Lumiar;Maranhão;29/07/75;Relações Públicas;Viúvo;R$6,060;0;0;353;310;0;179;179;0
813;James;Welch;Montes Claros;Minas Gerais;19/08/92;Serviço ao Cliente;Viúvo;R$8,482;629;664;543;526;0;531;515;0
814;Isabella;Clarke;Carapicuíba;São Paulo;29/04/54;Gerenciamento;Divorciado;R$8,823;805;0;305;169;0;189;169;0
815;Avye;Farmer;Bacabal;Maranhão;31/01/56;Pesquisa e Desenvolvimento;Casado;R$7,097;299;324;114;120;0;86;82;0
816;Lucas;Price;Nova Iguaçu;Rio de Janeiro;13/07/05;Recursos Humanos;Casado;R$8,983;0;0;646;220;0;231;211;0
817;Kimberley;Blackwell;Contagem;Minas Gerais;13/02/79;Financeiro;Divorciado;R$5,346;0;0;0;928;0;925;924;0
818;Dahlia;Keith;Juiz de Fora;MG;13/08/86;Relações Públicas;Casado;R$6,965;0;666;241;237;0;217;215;0
819;Macy;Stephens;Divinópolis;MG;24/04/39;Relações Públicas;Solteiro;R$9,020;0;458;313;265;496;271;261;0
820;Yen;Crawford;Ilhéus;Bahia;22/06/01;Suporte Técnico;Viúvo;R$5,611;716;0;326;197;0;208;192;0
821;Callie;Case;Cabo de Santo Agostinho;PE;20/08/35;Pesquisa e Desenvolvimento;Divorciado;R$8,249;897;0;864;828;0;807;810;0
822;Catherine;Washington;Caxias;Maranhão;17/02/16;Suporte Técnico;Solteiro;R$7,037;978;0;824;771;0;769;770;0
823;Sebastian;Wise;Campinas;SP;03/05/31;Serviço ao Cliente;Viúvo;R$8,224;0;0;0;0;0;993;992;0
824;Hedda;Cobb;Canoas;RS;24/04/39;Suporte Técnico;Solteiro;R$5,012;671;716;654;598;0;609;598;0
825;Abdul;Gross;Bacabal;Maranhão;02/06/62;Recursos Humanos;Solteiro;R$5,495;990;0;550;549;0;550;560;0
826;Heather;Boyle;Lauro de Freitas;BA;14/05/53;Suporte Técnico;Casado;R$8,111;0;0;0;962;0;976;968;0
827;Vladimir;Stafford;Gravataí;RS;04/01/08;Gerenciamento;Solteiro;R$5,879;0;0;974;973;0;962;961;0
828;Ina;Herrera;Guarapuava;Paraná;20/02/30;Recursos Humanos;Casado;R$6,010;963;0;802;839;0;786;786;0
829;Mercedes;Baird;Camaragibe;PE;26/08/85;Gerenciamento;Casado;R$9,580;0;0;620;406;0;372;370;0
830;Ulric;Randolph;Marabá;Pará;30/01/07;Recursos Humanos;Solteiro;R$9,442;368;0;330;211;0;174;165;0
831;Aphrodite;Hood;Pelotas;Rio Grande do Sul;30/10/10;Recursos Humanos;Solteiro;R$7,485;0;758;0;757;0;738;737;0
832;Guy;Booth;Florianópolis;SC;18/08/03;Jurídico;Divorciado;R$9,775;268;0;314;389;0;281;266;0
833;Jeremy;Hays;Camaçari;BA;24/03/46;Financeiro;Divorciado;R$6,417;0;0;697;601;0;595;610;743
834;May;Velazquez;Gravataí;Rio Grande do Sul;26/12/56;Serviço ao Cliente;Viúvo;R$9,875;0;0;0;0;0;0;995;0
835;Travis;Shaw;Juiz de Fora;MG;25/06/06;Marketing;Divorciado;R$9,290;949;0;213;64;0;56;56;0
836;Silas;Roth;Parauapebas;Pará;18/07/93;Jurídico;Solteiro;R$8,806;0;774;971;672;0;671;671;0
837;Porter;Mcclain;Olinda;Pernambuco;01/09/14;Relações Públicas;Divorciado;R$7,668;0;0;892;991;0;899;879;0
838;Kelsie;Beach;Parauapebas;PA;13/01/03;Vendas;Casado;R$9,870;462;0;93;93;0;32;17;0
839;Marshall;Bullock;São Gonçalo;Rio de Janeiro;02/01/03;Vendas;Casado;R$7,501;724;0;845;712;0;718;700;0
840;Clinton;Meadows;Guarulhos;SP;10/08/47;Gerenciamento;Casado;R$5,824;0;0;941;888;0;888;887;0
841;Joelle;Williamson;Castanhal;Pará;26/04/32;Suporte Técnico;Casado;R$6,368;510;510;418;418;510;430;413;510
842;Abdul;Gross;Bacabal;Maranhão;02/06/62;Recursos Humanos;Solteiro;R$5,495;548;548;450;449;548;450;460;548
843;Alexander;Singleton;Novo Hamburgo;RS;24/06/66;Jurídico;Divorciado;R$7,425;0;0;592;555;0;521;512;541
